videoId,videoTitle,datePosted,duration,totalSeconds,views,likes,comments
gF71Smacr58,HAPPY BIRTHDAY TO ME #19🎂🎉🥳,2024-01-21T22:37:04Z,03:10:24,11424,3435574,142400,5612
ncnJNkcagKc,irl stream Buying A New Dog🐶,2024-01-19T23:30:40Z,02:52:48,10368,2129897,73302,3475
A0u8rgz4qlA,Life In Brazil🇧🇷,2024-01-17T18:17:36Z,00:15:42,942,4327698,228199,8471
Kf2QdxrNtB4,sunshine POCKET🌞,2024-01-16T00:29:25Z,03:46:11,13571,1167732,36702,1436
eRGKMewhTtw,TADIMA,2024-01-14T00:11:41Z,04:25:05,15905,1447799,53265,1698
fn8Zn7Jx_Fk,LAST DAY IN BRAZIL!🇧🇷,2024-01-11T23:31:54Z,01:38:58,5938,1423703,61297,1954
v-xX9_KqwHA,irl Brazil studio 🔥🇧🇷,2024-01-10T21:27:53Z,01:27:01,5221,1061957,53287,1478
SsXVHL69nd0,irl stream meeting Ronaldo🇧🇷,2024-01-10T14:36:08Z,00:37:37,2257,1473838,84422,2189
9JtbTetEWzI,irl Brazil Party stream 🕺🇧🇷,2024-01-10T03:50:30Z,01:57:42,7062,1672915,72816,2590
bil2kEOg-D8,irl stream in Brazil favelas 🇧🇷,2024-01-08T20:10:12Z,02:21:53,8513,2535569,128558,3116
jkOJ560-xwQ,YO SPEEDD TURN ME UP,2024-01-07T00:18:42Z,04:22:23,15743,1414169,45278,1637
XRUm3ejGqtY,master im tired,2024-01-04T23:43:58Z,03:00:51,10851,1314047,40827,1667
EqDxDmM1hB4,"BEATING GTA 5 RIGHT NOW (last mission)!!!!!!! 2024 SPEED, PT.3",2024-01-03T13:40:34Z,01:42:02,6122,1378610,62490,2268
h3sp7vRS7u4,"not ending til i beat GTA 5............. 2024 SPEED, PT.2",2024-01-03T12:29:31Z,11:12:31,40351,2691120,80891,1444
SDwyQZF7R1w,"2024 SPEED, PT.1",2024-01-03T00:39:04Z,05:00:09,18009,1338208,44633,1362
A7oZ8495kYo,NEW YEARS STREAM PT. 1🔟9️⃣8️⃣7️⃣6️⃣5️⃣4️⃣3️⃣2️⃣1️⃣🎆🥳🎉🎊🎇,2023-12-31T22:25:30Z,02:32:04,9124,1167192,46010,1671
YSOBIXLKcE8,nasty 12 HOUR STREAM ▶︎ •• 0:12,2023-12-30T03:58:32Z,08:25:23,30323,2003732,63269,2438
mJEgU8L_GoA,alright,2023-12-28T01:06:16Z,04:33:36,16416,1488687,49162,1305
